rawQuestionId,content,postId,score
"174839","SystemImager FAI We have systemimager working great with RHEL and CentOS. Haven't tried it on Debian. The trick linked by Luka works great with debian though.","175818","1"
"149324","Automake only supports per-target flags, while you want per-object flags. One way around is to create a small library that contains your object: CXXFLAGS = -Wall ... bin_PROGRAMS = test test_SOURCES = main.cpp test_LDADD = libutility.a noinst_LIBRARIES = libutility.a libutility_a_SOURCES = utility.cpp libutility_a_CXXFLAGS = $(CXXFLAGS) -Wno-unused-value","201418","8"
"174839","Well it all depends on scale, and how often you want to use it, using systemimager is basicly rsync on steroids, it has some scripts which make creation of images easy and allows you have network settings etc. This can be easily used where you need to create a farm of webservers or a farm of mailserver with only a small difference between installations where you are able to boot one blank system over the network and have it completely installed. This has the advantage that it's almost completely automated, a script learn your partitioning layout and automatically applies it. When you only need one copy of a system, keep it simple, boot from a livecd, create your partitioning, copy over network using rsync, install your bootloader and everything 'll be fine.","175875","1"
"174942","Strace stands out as a tool for investigating production systems where you can't afford to run these programs under a debugger. In particular, we have used strace in the following two situations: Program foo seems to be in deadlock and has become unresponsive. This could be a target for gdb; however, we haven't always had the source code or sometimes were dealing with scripted languages that weren't straight-forward to run under a debugger. In this case, you run strace on an already running program and you will get the list of system calls being made. This is particularly useful if you are investigating a client/server application or an application that interacts with a database Investigating why a program is slow. In particular, we had just moved to a new distributed file system and the new throughput of the system was very slow. You can specify strace with the '-T' option which will tell you how much time was spent in each system call. This helped to determine why the file system was causing things to slow down. For an example of analyzing using strace see my answer to this question .","177281","19"
"174069","I recommend you look into freedesktop.org standards that cover this. Up to date list is available here: http://www.freedesktop.org/wiki/Specifications/menu-spec The latest one is currently 1.0: http://standards.freedesktop.org/menu-spec/1.0/ FreeDesktop.org standards are followed by Gnome, KDE and XFCE, so it should work on any distribution.","176155","1"
"152003","You should try to find an anti-virus vendor that has a public API for it's scanner. That way you can programmatically scan a file. It will make it much easier in the long run than trying to mess with other processes via your upload script.","152835","0"
"166744","To get started as quickly as possible, there is a VMWare image available on Mono's Download page . It comes with Mono and all its tools pre-installed, including a running ASP.Net server. You can start with this, and then migrate to whichever distro you choose if you go forward.","167195","4"
"74372","The reason for the differences is whether the inside block is executed in the original shell context or in a subshell. You may be able to control this with the () and {} grouping commands. Using a temporary file, as you do in your update, will work most of the time but will run into problems if the script is run twice rapidly, or if it executes without clearing the file, etc. #!/bin/ksh flag=false echo "a\nb" | { while read x do flag=true done } echo "flag = ${flag}" exit 0 That may help with the problem you were getting on the Linux ksh. If you use parentheses instead of braces, you'll get the Linux behavior on the other ksh implementations.","255217","1"
"125951","A little more detail might be useful... Start a firefox (or other browser) in an X session, either on your console or using a vncserver. You can use the --height and --width options to set the size of the window to full screen. Another firefox command can be used to set the URL being displayed in the first firefox window. Now you can grab the screen image with one of several commands, such as the "import" command from the Imagemagick package, or using gimp, or fbgrab, or xv. #!/bin/sh # start a server with a specific DISPLAY vncserver :11 -geometry 1024x768 # start firefox in this vnc session firefox --display :11 # read URLs from a data file in a loop count=1 while read url do # send URL to the firefox session firefox --display :11 $url # take a picture after waiting a bit for the load to finish sleep 5 import -window root image$count.jpg count=`expr $count + 1` done < url_list.txt # clean up when done vncserver -kill :11","143148","57"
"2898","Alternative text editors? Try Diakonos , "a Linux editor for the masses". The default keyboard mapping is as expected for cut, copy, paste, undo, open, save, etc.","210969","6"
"15211","I use KDESVN. Once it's set up it works great, but you only get one chance to set up your branch structure, so plan to create a test repository first.","278372","0"
"209305","During idle times, you can disable the socket by setting the Receive Buffer size to zero: int optval = 0; /* May need to be 1 on some platforms */ setsockopt(sockDesc, SOL_SOCKET, SO_RCVBUF, (char *)(&optval), sizeof(optval)); Re-enable by setting "optval" to a larger buffer (e.g. 4096).","221682","6"
"24648","Nobody seems to have mentioned that code-wise BSD is much cleaner and more consistent. The documentation's way better too (as already mentioned). But since there's a whole lot of fiddling with whatever system you choose - I'd pick the one you use more often.","221799","1"
"2898","I use joe for simple (and not so simple) editing when I'm away from Eclipse. It uses the classic Wordstar keybindings- although I've never used Wordstar, it's a selling point for many people. It's easy, well-supported, light-weight and it has binaries available for everything.","241704","1"
"78157","For the record, there turned out to be two main aspects that seem to have eliminated the problem in all but the most extreme cases. This system is still in development and hasn't been thoroughly torture-tested yet but is working fairly well (touch wood). The big win came from making the userland writer app multi-threaded. It is the calls to write() that block sometimes: other processes and threads still run. So long as I have a thread servicing the device driver and updating frame counts and other data to sychronise with other apps that are running, the data can be buffered and written out a few seconds later without breaking any deadlines. I tried a simple ping-pong double buffer first but that wasn't enough; small buffers would be overwhelmed and big ones just caused bigger pauses while the filesystem digested the writes. A pool of 10 1MB buffers queued between threads is working well now. The other aspect is keeping an eye on ultimate write throughput to physical media. For this I am keeping an eye on the stat Dirty: reported by /proc/meminfo. I have some rough and ready code to throttle the encoder if Dirty: climbs above a certain threshold, seems to vaguely work. More testing and tuning needed later. Fortunately I have lots of RAM (128M) to play with giving me a few seconds to see my backlog building up and throttle down smoothly. I'll try to remember to pop back and update this answer if I find I need to do anything else to deal with this issue. Thanks to the other answerers.","215547","10"
"125951","scrot is a command line tool for taking screenshots. See the man page and this tutorial . You might also want to look at scripting the browser. There are firefox add-ons that take screenshots such as screengrab (which can capture the entire page if you want, not just the visible bit) and you could then script the browser with greasemonkey to take the screenshots.","164568","5"
"2898","Friend of mine swears by jed, http://www.jedsoft.org/jed/","241911","2"
"209305","Can you do something like this, right before you sleep? for(n=0;n<=MAX_BUFFER_SIZE;n++) { recv_buffer[n] = 0; }","219923","-1"
"209305","Can't you just do a recvfrom() into a temporary buffer and discard the buffer?","219946","1"
"18265","FYI, the suggested solution (using backtrace_symbols in a signal handler) is dangerously broken. DO NOT USE IT - Yes, backtrace and backtrace_symbols will produce a backtrace and a translate it to symbolic names, however: backtrace_symbols allocates memory using malloc and you use free to free it - If you're crashing because of memory corruption your malloc arena is very likely to be corrupt and cause a double fault. malloc and free protect the malloc arena with a lock internally. You might have faulted in the middle of a malloc/free with the lock taken, which will cause these function or anything that calls them to dead lock. You use puts which uses the standard stream, which is also protected by a lock. If you faulted in the middle of a printf you once again have a deadlock. On 32bit platforms (e.g. your normal PC of 2 year ago), the kernel will plant a return address to an internal glibc function instead of your faulting function in your stack, so the single most important piece of information you are interested in - in which function did the program fault, will actually be corrupted on those platform. So, the code in the example is the worst kind of wrong - it LOOKS like it's working, but it will really fail you in unexpected ways in production. BTW, interested in doing it right? check this out. Cheers, Gilad.","305316","15"
"14032","For a generic (vendor independent) tool, you can try dia (I prefer the dia-gnome package). There are also some plugins for generating the SQL files.","265368","3"
"9279","What you want to do for linux remote access is use 'sshfs' - the SSH File System. # sshfs username@host:path/to/directory local_dir Then treat it like an network mount, which it is... A bit more detail, like how to set it up so you can do this as a regular user, on my blog If you want the asynchronous behavior of winSCP, you'll want to use rsync combined with something that executes it periodically. The cron solution above works, but may be overkill for the winscp use case. The following command will execute rsync every 5 seconds to push content to the remote host. You can adjust the sleep time as needed to reduce server load. # while true; do rsync -avrz localdir user@host:path; sleep 5; done If you have a very large directory structure and need to reduce the overhead of the polling, you can use 'find': # touch -d 01/01/1970 last; while true; do if [ "`find localdir -newer last -print -quit`" ]; then touch last; rsync -avrz localdir user@host:path; else echo -ne .; fi; sleep 5; done And I said cron may be overkill? But at least this is all just done from the command line, and can be stopped via a ctrl-C. kb","289305","9"
"111281","Thanks for this great effort.. I've used it to get VMWare Server 1.08 running on OpenFiler. The vmware-any-any patch was also suggested but I couldn't start a guest VM because of the 'not enough physical memory' error. Now my vm's are running happily again :)","306886","0"
"38362","I've had this problem for years, and I don't think version control is necessarily the right way to go. I've had good success with the the Unison file synchronizer which is designed for the express purpose of maintaining consistent home directories on two machines. I'm currently managing seven replicas with unison, and the details are a bit tricky, but it is a great tool and if you start with two you will be extremely pleased. The key difference between Unison and a VCS is that Unison is willing to delay dealing with conflicts that have to be merged. Plus it gets all the defaults right. And it is fast: I use it daily, over a DSL line, to synchronize about 40GB of data.","326461","5"
"159251","Praat will at least do automatic pitch estimation of complex sounds. Though I don't know if it can mark the standard notes as you requested. Rob","336576","0"
"182554","I think I found the kernel patch I was looking for. Posting it here so I don't forget the link: http://user.it.uu.se/~mikpe/linux/perfctr/ http://sourceforge.net/projects/perfctr/ Edit: It works for my purposes, though not very user-friendly.","301550","1"
"2898","You could give bluefish a try. Has a bunch of nice features for website work. Syntax files for most every language. http://bluefish.openoffice.nl/ If on windows give Crimson Editor a try http://www.crimsoneditor.com/ It's been a long while since I ran windows, but iirc, 'official' development has stopped on it, but the community has taken up a fork of it and called it emerald or somesuch. Crimson editor is still very capable as is. Both bluefish and crimson editor have project management abilities. FTP ablilities, macros etc etc","277093","0"
"189906","When using ./configure --prefix=/usr/bin --with-libs=/usr/bin/openssl --with-ssl then you can see in neon/config.log that it searches the includes in /usr/bin/openssl/include ... while this is ofcourse only a binary. So, skip this "--with-libs" option, and just make sure that the ssl development package is installed using apt-get install libssl-dev","221637","2"
"189906","If you're using openssl with SVN then you need to configure SVN with ./configure .... --with-openssl=/path/to/openssl When I've done this in the past I've had issues building other binaries that use this lib if I don't specify the -fPIC flag. So it's best to run make with that parameter (if you have that issue). You may also have to point make at your build binary as well.. so your make call will look something like this: make CC="gcc -fPIC" LDFLAGS="/path/to/openssl/lib" Don't forget to build openssl with CC="gcc -fPIC" too! Good luck!","330061","2"
"106201","For OpenGL, running an X server is definitely a better solution. Just make sure the application is developed to be networked. It should NOT use immediate mode for rendering and textures should be RARELY transferred. Why is X server a better solution in this case (as opposed to VNC)? Because you get acceleration on workstation, while VNC'ed solution is usually not even accelerated on the mainframe. So as long as data is buffered on the X server (using vertex arrays, vertex buffer objects, texture objects, etc) you should get much higher speed than using VNC, especially with complex scenes since VNC has to analyze, transfer and decode them as pixels.","327831","0"
"96133","I wouldn't use pdksh on Linux anymore. Since AT&T ksh has become OpenSource there are packages available from the various Linux distributions. E.g. RedHat Enterprise Linux and CentOS include ksh93 as the "ksh" RPM package. pdksh is still mentioned in many installation requirement documentations from software vendors. We replaced pdksh on all our Linux systems with ksh93 with no problems so far.","389321","5"
"119031","If you are using one of the pre-baked F/OSS build systems, such as KDE's CMake support, it's really rather easy once you have a .desktop file: install( FILES myapp.desktop DESTINATION ${XDG_APPS_INSTALL_DIR} ) kde4_add_app_icon(myapp_SRCS "${CMAKE_CURRENT_SOURCE_DIR}/hi*-app-myappname.png") If you are rolling your own, consider using xdg-utils , which includes handy little scripts like xdg-desktop-menu (installs desktop menu items) and xdg-desktop-icon (installs icons to the desktop) for such things. The .desktop standard was already pointed out in the first comment, though you can also just grab one that is already installed on your system and modify it from there. As for icons, PNGs and SVGs are geerally supported though PNGs tend to give the best results still.","378413","3"
"74993","I ended up using dstat which is vmstat's nicer looking cousin. This will show most everything you need to know about a machine's health, including: CPU Disk Memory Network Swap","397922","2"
"182554","try the CPU's timestamp counter ? Wikipedia seems to suggest using clock_gettime().","401156","1"
"183578","Its probably caused by one of its dependencies. I don't think it needs all those dependencies anymore. If its still an issue, raise a bug at http://drnic.lighthouseapp.com/projects/18881-newgem/ and we'll see what dependencies can be ripped out.","399529","1"
"117055","I agree with MarkR but nobody has stated the obvious to you. If you are serious, you need to consult a lawyer with expertise in this area.","411617","0"
"52187","You may want to look at Tibbo VSPDL for creating a linux virtual serial port using a Kernel driver -- it seems pretty new, and is available for download right now (beta version). Not sure about the license at this point, or whether they want to make it available commercially only in the future. There are other commercial alternatives, such as http://www.ttyredirector.com/ . In Open Source, Remserial (GPL) may also do what you want, using Unix PTY's. It transmits the serial data in "raw form" to a network socket; STTY-like setup of terminal parameters must be done when creating the port, changing them later like described in RFC 2217 does not seem to be supported. You should be able to run two remserial instances to create a virtual nullmodem like com0com, except that you'll need to set up port speed etc in advance. Socat (also GPL) is like an extended variant of Remserial with many many more options, including a "PTY" method for redirecting the PTY to something else, which can be another instance of Socat. For Unit tets, socat is likely nicer than remserial because you can directly cat files into the PTY. See the PTY example on the manpage. A patch exists under "contrib" to provide RFC2217 support for negotiating serial line settings.","330518","10"
"94486","Gentoo is fundamentally a network based distro. The minimal CD is really minimal, it contains just enough to have a functional system booting as livecd so one can install the distribution basically from the network. The livecd (there are also livedvd's around, just not as regularly released (they eat diskspace and bandwith). contains a full graphical environment (and being a compile-yourself distro) obviously gcc as C++ compiler, and can be used to install a binary version of the packages to disk (actually from the livecd environment using some clever hackery). However, gentoo is a continuously updated distribution. If you want to update your system you need to get the packages from the network (there are ways to find what to download etc, but that is not for beginners) and update. In general, if you don't update every couple of months, your updates can become painful or really painful.","455794","1"
"182554","See this question for some more info. Something I've used for such things is gettimeofday(). It provides a structure with seconds and microseconds. Call it before the code, and again after. Then just subtract the two structs using timersub, and you can get the time it took in seconds from the tv_usec field.","400694","5"
"189906","I was stuck with this error too: configure: error: C compiler cannot create executables Turns out in my case I had a clean installation of Debian Etch, without a C compiler. I had installed it (wrongly, I suppose) via apt-get install gcc . A few google searches led me to install g++ instead via apt-get install g++ Afterwards it worked. Not sure if this helps you, but did help me.","419930","0"
"182554","If you are looking for this level of timing resolution, you are probably trying to do some micro-optimization. If that's the case, you should look at PAPI . Not only does it provide both wall-clock and virtual (process only) timing information, it also provides access to CPU event counters, which can be indispensable when you are trying to improve performance. http://icl.cs.utk.edu/papi/","401003","5"
"166370","FHS standard would suggest /srv/www/#{appname} .","481727","4"
"166370","The CPanel based shared hosting account I use seems to favour /home/etc/rails_apps/... I think it's fairly arbitrary - as long as they aren't in your public html directory.","487698","1"
"83899","If you use java, v4l4j makes it very simple to capture frames from any V4L device. It also allows you to control the device from java. I used it with a PTZ webcam (logitech quickam orbit), and I could control usual thigs like brightness, saturation and auto-white balance, but also the tilt and pan of the camera. Very handy !","475233","1"
"111281","Thanks a lot Alexey! This sorted stuff out for myself and a colleague of mine. Had the same issue as Bruce with the any-any patch. One thing, I noticed that the patch was missing the @@'s at the beginning.. I've done a new pastebin that has them in it (curse their highlighting thing!) It's here: http://pastebin.com/f2ea13d45 Thanks, Chris","561797","0"
"147125","According to this 1 that is exactly what Linux does. I'm still trying to make sense of a lot of this, so any authoritative links would be appreciated.","512239","0"
"14032","MySQL Workbench is available on MacOS, Fedora, Ubuntu, Windows. WB 5.1 is focused on Data Modeling (replacing Mike Zinner’s popular DBDesigner product). WB 5.2 (coming April 2009) will include a ground up rewrite of the MySQL Query Browser. http://forums.mysql.com/index.php?151","609446","3"
"37851","Solaris-only as far as I know, but wouldn't Solaris 10's SMF do what you want?","632694","0"
"1005","I have this in my ~/.bashrc: alias svim='sudo vim' Now whenever I need to edit a config file I just open it with svim.","662081","0"
"174839","You can use rsync for that and there is an interesting thread about it on ubuntuforms: ubuntuforms","688681","2"
"6812","If you want to do it manualy you can edit ~/.xmodmap and use xmodmap ~/.xmodmap to apply the modifications","688696","0"
"152003","You should look into opswat's MetaScan . This tool manages the updating and multiple-engine scanning of files. It bundles with AVG, CA eTrust™. ClamWin, ESET NOD32 Antivirus Engine, MicroWorld eScan Engine, Norman Virus Control, and VirusBuster EDK. Additionally it will invoke the Nortons and such. The advantage is that you get multiple engines running against the file.","661268","2"
"48235","EDIT: (2/6/10) A Beta version of Chrome has been released for Linux. Although it is labeled beta, it works great on my Ubuntu box. You can download it from Google: http://www.google.com/chrome?platform=linux EDIT: (5/31/09) Since I answered this question, there have been more new developments in Chrome (actually "Chromium") for Linux: An alpha build has been released. This means it's not fully functional. If you use Ubuntu, you're in luck: add the following lines to your /etc/apt/sources.list deb http://ppa.launchpad.net/chromium-daily/ppa/ubuntu jaunty main deb-src http://ppa.launchpad.net/chromium-daily/ppa/ubuntu jaunty main Then, at the command line: aptitude update aptitude install chromium-browser Don't forget to s/jaunty/yourUbuntuVersion/ if necessary. Also, you can s/aptitude/apt-get/, if you insist. And.... Yes , it works. I'm typing this in my freshly installed Chromium browser right now! The build is hosted by launchpad, and gave me some security warnings upon install, which I promptly ignored. Here's the website: https://launchpad.net/~chromium-daily/+archive/ppa The original answer: Linux Build Instructions","692397","14"
"80515","It is not recommended to place templates in /usr/lib/openoffice/... because the contents of that folder can be altered automatically through the process of Debian package management. For site-wide installation I created the folder "/usr/local/share/templates/ooo2/common", placed templates in there, then added the path to the set of paths mentioned above.","677388","0"
"50074","The linux-net mailing list might interest you. There should be more details here .","684466","3"
"17020","I would have two partitions. A small one (~20 GB) mounted on / would store all your programs, and then have a large one on /home . Many people have mentioned a partition for /boot but that is not really necessary. If you are worried about resizing, use LVM.","731111","1"
"38362","git or Mercurials 's cheap branching would work great for this situation. I started with Mercurial, because it is simpler, but have subsequently moved to git.","731188","0"
"38362","One way to handle this very flexibly is to have a build directory under revision control, not try and svn your actual home directory (which has its own issues) so inside this you keep a structure like /home/you/code/dotfiles /home/you/code/dotfiles/dotbashrc /home/you/code/dotfiles/dotemacs ... /home/you/code/dotfiles/makefile and the makefile can contain logic for specializing files (or not) might be heavier than you need, but if your actual setup is complex (I've done this across 3 or 4 different unices at a time) then it's worth doing something like this.","731209","0"
"67685","I thought it would be a nice learning exercise to rewrite it in Ruby. It was. Six months later and three gems later, here's the released product . I'll still be working a bit on it, but it works.","779513","4"
"38362","I use git for this. So far, I have been able to keep the home directories on several machines synchronized, with no need for branching and merging. Instead, I use git rebase . Conflicts so far have been few and far between and easy to resolve. I keep files that need to have separate contents out of revision control by putting them into .gitignore . I keep configuration files for the following tools in git: various shells emacs and applications, i.e. gnus BBDB emacs-w3m mutt screen various utilities and scripts I keep notes and such in a subdirectory which has its own git repository.","731430","0"
"24595","I played with BlueFish for a while when I was contemplating switching over completely and I liked it better than Kate. But, you will have to add the code to enable ASP highlighting. Its floating around numerous places - I found it in short order with a quick trip to the trusty ole Google. ;) But that is just my personal preference. Your mileage may vary.","731457","1"
"38362","I would suggest looking into etckeeper if you haven't already. It's designed for versioning configuration files in /etc using a version control system: etckeeper is a collection of tools to let /etc be stored in a git, mercurial, darcs, or bzr repository. It hooks into apt (and other package managers including yum and pacman-g2) to automatically commit changes made to /etc during package upgrades. It tracks file metadata that revison control systems do not normally support, but that is important for /etc, such as the permissions of /etc/shadow. It's quite modular and configurable, while also being simple to use if you understand the basics of working with revision control. Although it's designed for /etc I think it would probably also work well (perhaps with some adaptation) for home directories since the basic needs are the same.","731551","0"
"130327","LDAP is clearly the way to go. See for instance OpenLDAP Software 2.4 Administrator's Guide . An example of setting up user authentication with LDAP on Linux and FreeBSD is on my blog (in french), Comptes Unix stockés sur LDAP .","629290","1"
"152003","Clamscan will scan files once they are stored, and not prevent an infected file from being uploaded or downloaded I have a squid(https+cache) <-> HAVP (with clamAV ) <-> Tomcat reverse proxy setup. HAVP ( http://www.server-side.de/ ) is a way to scan http traffic though ClamAV or any other commercial antivirus software. It will prevent users to download infected files. Nevertheless, it does not work at upload, so it will not prevent the files to be stored on servers, but prevent the files to be downloaded and thus propagated. So use it with a regular file scanning (eg clamscan)","763245","0"
"2898","Best one besides Vi? Vim.","829199","3"
"2898","I love Kate because it has several interesting features ( already cited ) usually found in ( heavier ) IDEs. My favorite feature, however, is its terminal window that is very practical for quickly performing the save-compile-execute combo. Nedit is another valid option, packed with lots of features ( and it hasn't lots of dependencies: that's a huge plus IMHO ). For editing in a shell, when I cannot use VIM, I look immediately for pico or nano ( but I would not recommend them for continuous development: for rapid editing they are perfect ).","829258","1"
"2898","I personally use MacVim which is basically a GVim for Mac OSx. However I have been reading alot about Redcar, which is a text editor for Linux, which shares a lot of the Textmate functionality. Checkout the links below. Redcar LURG Lecture on Redcar","816839","0"
"2898","Don't forget NEdit ! Small and light, but with syntax highlighting and macro record/replay.","816871","3"
"195741","The reason for the symlink btw is to select the default version to link against in the case of multiple versions, keep in mind the name of the library is integrated into the binary. (which you can see with ldd).","848777","3"
"34588","If you are using Linux and you got the permission error, you will need to raise the allowed limit in the /etc/limits.conf or /etc/security/limits.conf file (where the file is located depends on your specific Linux distribution). For example to allow anyone on the machine to raise their number of open files up to 10000 add the line to the limits.conf file. * hard nofile 10000 Then logout and relogin to your system and you should be able to do: ulimit -n 10000 without a permission error.","923369","116"
"144277","I think the biggest reason for not using it would be political. That being said, I think mono is an excellent enviroment to develop in when writing programs for Linux and I would recommend it to anyone writing a new application.","949256","0"
"15816","Real VNC server 4.4 includes support for Xrandr, which allows resizing the VNC. Start the server with: vncserver -geometry 1600x1200 -randr 1600x1200,1440x900,1024x768 Then resize with: xrandr -s 1600x1200 xrandr -s 1440x900 xrandr -s 1024x768","1083668","178"
"33545","There are some flavours of OpenOffice that include native support for VBA. The version included with Ubuntu is one example, and the Novell version for Windows is another. For more details and a list of versions with this feature, see this article on linux.com . They don't support all features of VBA, but they will reduce your conversion effort.","1179135","0"
"66606","Another way to search for missing files, e.g. if you use zsh, want to disable command-not-found (slows things down when you misstype commandnames), or are looking for a file that is not an executable: $ sudo aptitude install apt-file $ sudo apt-file update $ apt-file search bin/ab","1199848","13"
"174942","strace is a good tool for learning how your program makes various system calls (requests to the kernel) and also reports the ones that have failed along with the error value associated with that failure. Not all failures are bugs. For example, a code that is trying to search for a file may get a ENOENT (No such file or directory) error but that may be an acceptable scenario in the logic of the code. One good use case of using strace is to debug race conditions during temporary file creation. For example a program that may be creating files by appending the process ID (PID) to some predecided string may face problems in multi-threaded scenarios. [A PID+TID (process id + thread id) or a better system call such as mkstemp will fix this]. It is also good for debugging crashes. You may find this (my) article on strace and debugging crashes useful.","1223550","4"
"174942","Strace can be used as a debugging tool, or as a primitive profiler. As a debugger, you can see how given system calls were called, executed and what they return. This is very important, as it allows you to see not only that a program failed, but WHY a program failed. Usually it's just a result of lousy coding not catching all the possible outcomes of a program. Other times it's just hardcoded paths to files. Without strace you get to guess what went wrong where and how. With strace you get a breakdown of a syscall, usually just looking at a return value tells you a lot. Profiling is another use. You can use it to time execution of each syscalls individually, or as an aggregate. While this might not be enough to fix your problems, it will at least greatly narrow down the list of potential suspects. If you see a lot of fopen/close pairs on a single file, you probably unnecessairly open and close files every execution of a loop, instead of opening and closing it outside of a loop. Ltrace is strace's close cousin, also very useful. You must learn to differenciate where your bottleneck is. If a total execution is 8 seconds, and you spend only 0.05secs on system calls, then stracing the program is not going to do you much good, the problem is in your code, which is usually a logic problem, or the program actually needs to take that long to run. The biggest problem with strace/ltrace is reading their output. If you don't know how the calls are made, or at least the names of syscalls/functions, it's going to be difficult to decipher the meaning. Knowing what the functions return can also be very beneficial, especially for different error codes. While it's a pain to decipher, they sometimes really return a pearl of knowledge; once I saw a situation where I ran out of inodes, but not out of free space, thus all the usual utilities didn't give me any warning, I just couldn't make a new file. Reading the error code from strace's output pointed me in the right direction.","1223848","8"
"131303","In recent versions of Linux, use the smaps subsystem. For example, for a process with a PID of 1234: cat /proc/1234/smaps It will tell you exactly how much memory it is using at that time. More importantly, it will divide the memory into private and shared, so you can tell how much memory your instance of the program is using, without including memory shared between multiple instances of the program.","1237930","160"
"131303","If you want something quicker than profiling with Valgrind and your kernel is older and you can't use smaps, a ps with the options to show the resident set of the process (with ps -o rss,command ) can give you a quick and reasonable _aproximation_ of the real amount of non-swapped memory being used.","1238159","4"
"147125","The first thing the VM does is clean pages and move them to the clean list. When cleaning anonymous memory (things which do not have an actual file backing store, you can see the segments in /proc//maps which are anonymous and have no filesystem vnode storage behind them), the first thing the VM is going to do is take the "dirty" pages and "clean" then by writing the contents of the page out to swap. Now when the VM has a shortage of completely free memory and is worried about its ability to grant new free pages to be used, it can go through the list of 'clean' pages and based on how recently they were used and what kind of memory they are it will move those pages to the free list. Once the memory pages are placed on the free list, they no longer are associated with the contents they had before. If a program comes along a references the memory location the page was serving previously the program will take a major fault and a (most likely completely different) page will be grabbed from the free list and the data will be read into the page from disk. Once this is done, the page is actually still 'clean' since it has not been modified. If the VM chooses to use that page on swap for a different page in RAM then the page would be again 'dirtied', or if the app wrote to that page it would be 'dirtied'. And then the process begins again. Also, swappinness is pretty horrible for server applications in a business/transactional/online/latency-sensitive environment. When I've got 16GB RAM boxes where I'm not running a lot of browsers and GUIs, I typically want all my apps nearly pinned in memory. The bulk of my RAM tends to be 8-10GB java heaps that I NEVER want paged to disk, ever, and the cruft that is available are processes like mingetty (but even there the glibc pages in those apps are shared by other apps and actually used, so even the RSS size of those useless processes are mostly shared, used pages). I normally don't see more than a few 10MBs of the 16GB actually cleaned to swap. I would advise very, very low swappiness numbers or zero swappiness for servers -- the unused pages should be a small fraction of the overall RAM and trying to reclaim that relatively tiny amount of RAM for buffer cache risks swapping application pages and taking latency hits in the running app.","1202100","0"
"202706","I don't think GTK+ itself is responsible for the "awkward look" (which is your subjective opinion!) of Linux applications. In fact, GTK+ is very flexible with regards to the possibility to apply themes and even completely different rendering engines for the widgets (see the popular Murrine engine for example). It's much more flexible than the native GUI libraries of Windows and Mac OS X. You can find lots of GNOME themes on for example gnome-look.org . There are even GNOME themes that make your GNOME desktop look almost exactly like Windows Vista or Mac OS X (I don't understand why anyone would want that, but that's a personal thing...). Canonical, the company behind Ubuntu, has been saying for some time that they're hiring professional designers to create a very sleek and professionally designed desktop theme for some future version of Ubuntu.","1298368","1"
"96133","Well after one year there seems to be no solution to my problem. I am adding this answer to say that I will have to live with it......","1439358","0"
"131303","This is an excellent summary of the tools and problems: archive.org link I'll quote it, so that more devs will actually read it. If you want to analyse memory usage of the whole system or to thoroughly analyse memory usage of one application (not just its heap usage), use exmap . For whole system analysis, find processes with the highest effective usage, they take the most memory in practice, find processes with the highest writable usage, they create the most data (and therefore possibly leak or are very ineffective in their data usage). Select such application and analyse its mappings in the second listview. See exmap section for more details. Also use xrestop to check high usage of X resources, especially if the process of the X server takes a lot of memory. See xrestop section for details. If you want to detect leaks, use valgrind or possibly kmtrace . If you want to analyse heap (malloc etc.) usage of an application, either run it in memprof or with kmtrace , profile the application and search the function call tree for biggest allocations. See their sections for more details.","1491573","41"
"14032","I had bad experience with Workbench on Linux in the past and wish it got better now. I am quite happy with SchemaBank these days 'cause they are purely web-based. You drop them a few bucks every month and they host your diagram for private / public sharing. Usual stuff like forward / reverse engineering, alter scripts, etc are all supported.","1530456","1"
"118935","I vote OcaIDE . Now it has upgraded to v1.2.5. it become an up-to-date IDE (supporting ocaml 3.10-3.11, especially ocamlbuild, which is a great time-saver) and armed with rich, stable features. I've installed OcaIDE on an eclipse 3.5(Galileo) and it works well.","1621641","11"
"28588","I totally understand where you're coming from with this question. I already had a OpenID at www.myopenid.com but it feels a bit weird relying on a 3rd party for such an important login (a.k.a my permanent "home" on the internet). Luckily, It is easy to move to using your own server as a openID server - in fact, it can be done with just two files with phpMyID. Download "phpMyID-0.9.zip" from http://siege.org/projects/phpMyID/ Move it to your server and unzip it to view the README file which explains everything. The zip has two files: MyID.config.php, MyID.php . I created a directory called /OpenID and renamed MyID.config.php to index.php . This means my OpenID URL will be very cool: http:// /OpenID Decide on a username and password and then create a hash of them using: echo -n ' :phpMyID: ' | openssl md5 Open index.php in a text editor and add the username and password hash in the placeholder. Save it. Test by browsing to http:// /OpenID/ Test ID is working using: http://www.openidenabled.com/resources/openid-test/checkup/ Rerefence info: http://www.wynia.org/wordpress/2007/01/15/setting-up-an-openid-with-php/ , http://siege.org/projects/phpMyID/ , https://blog.stackoverflow.com/2009/01/using-your-own-url-as-your-openid/","1688731","0"
"15171","The Debian guide can be quite useful when it comes to Ubuntu: Normally, programs install themselves in the /usr/local subdirectories. But, Debian packages must not use that directory, since it is reserved for system administrator's (or user's) private use /usr/local/bin seems to be acceptable according to the guide. Personally I put my scripts in $HOME/.scripts . I wish that LSB would specifically address this question though.","1759292","4"
"174839","How to mirror apt-get installs. Primary System dpkg --get-selections > installed-software scp installed-software $targetsystem:. Target System dpkg --set-selections < installed-software dselect" done. +1 to this post","1800060","11"
